,networkId,expectedAIReward,expectedMyopicReward
0,9d7903f67b2fe171f5843d7ad3c9fce6,1450,1300
1,374bc516bdd45055f2bc9c37ed210113,1250,1300
2,1299563582f09584a113bc83104b5bfd,750,400
3,18ae60d3fa2b0e0e486d9c732124077c,850,800
4,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
5,f8fa60dab58e7f8d327e920f750c2364,1450,300
6,fe519fbb23b822118174bf02d28fb3f6,1250,600
7,299327e518205831dddb830809f6732b,850,400
8,6cbef37f1bc3e760dad87ed4fdc147b0,1050,700
9,6a7cdf146718e7cc32ebb4fa73e4062f,1450,400
10,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
11,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
12,5e2cc0cb5b580f83e6b23a63dc431018,850,50
13,ff0f703dfe1d882c5ad406968b364400,1250,400
14,fef51e97a4aa0fec04910a80d1b6d9a9,1250,400
15,e54ec940dd9088551a481d9d2ac44145,1250,800
16,5debc29265b15de1070aaf71d07462b3,1250,800
17,452dcce8ad3c776dc7b840e595459643,850,800
18,96ff1a5831027d31543c7d8c187b9822,850,1200
19,393f4397e98c6c15b7d38c7bdadf386f,1250,400
20,c2c84d6b0affb2b95b878cd593c191c5,1150,700
21,adf1eaea26af2a6ef308a5e39f8d0e09,1250,400
22,f4e8d404a347502fa6b4b2d9d2670fbc,1050,1400
23,2c7d4114979f3a7221d401e750055280,1050,800
24,4b02f8f7eb26290564ad5bacff818b61,1250,50
25,b7bb92f3f3d58af9427a2e8ec5a5763a,1050,800
26,1896dd654d92bf9fca08f70a5ff507d5,1450,400
27,d21232c17e9c9aad6e2936c51097dd9f,1250,1600
28,cb5d7e8650f27a14d59f573111500b5b,850,900
29,11893ee3003270d344d3d98bc2b51c67,1050,400
30,24650f022ecbde1aa4ed7653742aa7c6,1050,1600
31,e736b267c4e1f66754526ec5c3ca6117,850,0
32,f6984a0c0340d1d855be727dab0e860d,750,800
33,9bea7eb62b55a08ef612a67888b55126,1050,800
34,1d1afb3aab7941b350518532ddfb51b3,1250,1100
35,5e6001546ed70b1a147e50dcf319729b,1450,700
36,c829cbf335c3168577821dfcce4680e6,1250,1200
37,0f8cb15b73cb4855885f567e1b38a565,1250,450
38,1bf55e58883ad12001f3ae3ba2e87010,1250,800
39,6989819bbfe069c8a29e5819a49c22dc,1050,800
40,6c40731a43cb4d173ab20f29d9484f0a,1050,1400
41,c98a5501941cecf8b1bd229a5cfe905b,1250,1600
42,61e7ed12d7313403e8ffe980588714df,1050,0
43,5d94ab3c1e2b41709db1dc7831197ccd,1450,850
44,3e22897be8803d3b89051a071cf51d0e,1250,1100
45,dc8cf713b9c5aed18e6e65c78884ece4,1250,800
46,acea2b58dbf08d8a6157a344f95325a0,1250,1350
47,3de98ab90273c591cbcae5cc9bad8da8,1250,1200
48,0bddb988344c63b517199423b95804e4,1650,1500
49,bd294aa7743afbaceb7fd4933190917e,1650,850
50,586baa4054ef8a6575dff92ad4b1ed55,1250,900
51,3fecfcdaed7227dae02ace272d9bc173,1350,1000
52,0a437e057d134feaa92ad2c2c3ab7c92,850,200
53,ab1c071995dfc4f83b2b412a124704eb,1450,1150
54,91370b255bfadb3b9def25a3a768f740,1050,1200
55,4ec1918e493e473e860e1fd2d8ae6e03,1250,400
56,b041f06d6e609e7b703b088002b1dd56,1450,1400
57,00ce9158e0402fba179f837d8fdabe1b,1250,650
58,037d136f121454bea9906d12fd304981,1650,1300
59,a83188024acf777dbdcd966f20ea0698,1250,800
60,975ea289a849aed45e6c4ac4a9cad8e9,1450,1600
61,771e6b8468e2e77f544b63d4de33dad2,1250,900
62,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
63,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
64,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
65,f8fa60dab58e7f8d327e920f750c2364,1450,300
66,f8fa60dab58e7f8d327e920f750c2364,1450,300
67,f8fa60dab58e7f8d327e920f750c2364,1450,300
68,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
69,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
70,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
71,f8fa60dab58e7f8d327e920f750c2364,1450,300
72,f8fa60dab58e7f8d327e920f750c2364,1450,300
73,f8fa60dab58e7f8d327e920f750c2364,1450,300
74,e7381de84427aa5f84385a1a70ff8e2d,1050,400
75,92830783df31813c7ac48676c76be1c1,1450,350
76,2107c5f23a8035bc5fe7313171cee6cf,1250,1500
77,8d353c693eb684f6a3ed4c9fae77de14,1250,400
78,5ea5e6aef62c6857db6990a8955ebe62,1250,400
79,775d6e593f8bf07b059188f82d5ebe47,1250,400
80,05cc60b3c06cb6bedc06209d74679284,1250,650
81,bbdad4b7d875e6158daf6f90b5610e8a,1250,0
82,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
83,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
84,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
85,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
86,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
87,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
88,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
89,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
90,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
91,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
92,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
93,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
94,e9f96b22131343106c9be92df71d5f71,1250,800
95,3343f1b33bfc2f8fff5b0025dad509ec,1050,800
96,b5371a4d910c156d6fc7f3578c6251b8,1250,400
97,f4ac0b15dd2d60655192c61bf3995c87,1250,900
98,b6d8c0b0b07899c978620adbf26f0bf6,1250,400
99,929378f23003cda709263f886e228fc4,1250,700
100,bf4040c7aae4c345405222e9b50bff43,1650,700
101,282a6cc7486e263d2b0fee9e3f1972f7,1050,400
102,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
103,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
104,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
105,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
106,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
107,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
108,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
109,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
110,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
111,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
112,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
113,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
114,1a16f9857ca0f3590a44081a6e253b79,1450,0
115,9af4d8d0989cac054183d7c065c65214,850,500
116,bfc3abd5ff21130fcf457362c329b046,1450,600
117,481dd36fb964b358e0fed07115f48414,1450,600
118,f4a21524d32d139f43f38cf5e2de868b,850,900
119,04fc6cbee3837127477c7577f39b61d5,1450,300
120,369fed85631588b9f60bd7709c79d4c0,1250,800
121,41d2982cb44e3f920a0cde591983309c,1050,1200
122,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
123,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
124,24e9a079fc0c8ec6cbb7b7aa5c4cd9c3,1650,200
125,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
126,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
127,f5c536ec5cd5617a7098f544fc7cdae0,1250,1200
128,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
129,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
130,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
131,f8fa60dab58e7f8d327e920f750c2364,1450,300
132,f8fa60dab58e7f8d327e920f750c2364,1450,300
133,f8fa60dab58e7f8d327e920f750c2364,1450,300
134,5c06d059835a31d0a6f9af62bf68b4f1,1250,1000
135,977134714768ced9d234a0f8390cff49,1150,800
136,772dadcc013c0b1c9d983020ef5d0b6e,1050,1100
137,bbda40ff3551a0799811cb298be5f500,1450,800
138,5e88ca1cb78c3874de9e11bd2cf06da3,1650,800
139,6d8099192f8d8415f21631b69b14b622,850,1500
140,d58a6f4353d55cd37513da1f47c91ee1,1250,200
141,1fc8bdb24b08c5259812ee6af2e38258,1250,450
142,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
143,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
144,5cb65dc7783fdcd893e39ac3e9a0eaad,1050,1100
145,f8fa60dab58e7f8d327e920f750c2364,1450,300
146,f8fa60dab58e7f8d327e920f750c2364,1450,300
147,f8fa60dab58e7f8d327e920f750c2364,1450,300
148,5debc29265b15de1070aaf71d07462b3,1250,800
149,5debc29265b15de1070aaf71d07462b3,1250,800
150,5debc29265b15de1070aaf71d07462b3,1250,800
151,452dcce8ad3c776dc7b840e595459643,850,800
152,452dcce8ad3c776dc7b840e595459643,850,800
153,452dcce8ad3c776dc7b840e595459643,850,800
154,600f5e414fe07c520376fd30ccbaf21e,1250,800
155,24fbb1a696f71d6e0d1b5108480f9264,1250,800
156,fcc2151138dbce0a9b300f186120e48d,1450,400
157,c84d0a5e63974f6319dadb1050d44ede,1250,1200
158,aee075bb502f66a59de3d50d93a74501,1650,550
159,b16ed687e3ad52a5cae0ddec6fc8f63c,1450,800
160,cce37bd21fb80f3cbaa7b58455355eae,1050,800
161,eed2f27f6258d3970134da1184f6dc75,1250,800
162,5debc29265b15de1070aaf71d07462b3,1250,800
163,5debc29265b15de1070aaf71d07462b3,1250,800
164,5debc29265b15de1070aaf71d07462b3,1250,800
165,452dcce8ad3c776dc7b840e595459643,850,800
166,452dcce8ad3c776dc7b840e595459643,850,800
167,452dcce8ad3c776dc7b840e595459643,850,800
168,0a437e057d134feaa92ad2c2c3ab7c92,850,200
169,0a437e057d134feaa92ad2c2c3ab7c92,850,200
170,0a437e057d134feaa92ad2c2c3ab7c92,850,200
171,ab1c071995dfc4f83b2b412a124704eb,1450,1150
172,ab1c071995dfc4f83b2b412a124704eb,1450,1150
173,ab1c071995dfc4f83b2b412a124704eb,1450,1150
174,fc144db7b177febc913f9005050cb09a,1250,1600
175,64f07dd51002f06bf7098bb582ccf8c3,1250,1000
176,f7ccd13cfcc31ef0211479cfeaf0d751,1250,1200
177,8f35942fb5afa69e6f187a0cf4f1618a,1250,500
178,fe2ed12a1837bfa36872c2e6d233b37e,1150,1200
179,dfae8f381c69dc91a7c5beea75e45a89,1050,1200
180,f5d9fc0b1cf995ecf9962f126fe3b156,1050,600
181,5fd9c9cf29a7fc38afcdbc9cddb6e981,1250,1000
182,1d1afb3aab7941b350518532ddfb51b3,1250,1100
183,1d1afb3aab7941b350518532ddfb51b3,1250,1100
184,1d1afb3aab7941b350518532ddfb51b3,1250,1100
185,5e6001546ed70b1a147e50dcf319729b,1450,700
186,5e6001546ed70b1a147e50dcf319729b,1450,700
187,5e6001546ed70b1a147e50dcf319729b,1450,700
188,1d1afb3aab7941b350518532ddfb51b3,1250,1100
189,1d1afb3aab7941b350518532ddfb51b3,1250,1100
190,1d1afb3aab7941b350518532ddfb51b3,1250,1100
191,5e6001546ed70b1a147e50dcf319729b,1450,700
192,5e6001546ed70b1a147e50dcf319729b,1450,700
193,5e6001546ed70b1a147e50dcf319729b,1450,700
194,1ff2f018a7ec1b6d0e50422f442802c7,1250,0
195,7e9030d68efca4293d838c4d9e23ea38,1050,800
196,4ab7472b6a26591dfe51bf3966bed8a0,1450,100
197,e73266ab0418ccd645853a5b7ad60688,1250,400
198,f1b3623cd1a9641d5d9a9cc55fd70db5,1050,1400
199,ce746f62eef72470cc6dad67dda6d9a8,1050,800
200,dd7e683927cc956dab6f7e596f3bd4c3,1450,600
201,86421d6b1de45673683b17be98cb8e6e,1250,400
202,037d136f121454bea9906d12fd304981,1650,1300
203,037d136f121454bea9906d12fd304981,1650,1300
204,037d136f121454bea9906d12fd304981,1650,1300
205,a83188024acf777dbdcd966f20ea0698,1250,800
206,a83188024acf777dbdcd966f20ea0698,1250,800
207,a83188024acf777dbdcd966f20ea0698,1250,800
208,0a437e057d134feaa92ad2c2c3ab7c92,850,200
209,0a437e057d134feaa92ad2c2c3ab7c92,850,200
210,0a437e057d134feaa92ad2c2c3ab7c92,850,200
211,ab1c071995dfc4f83b2b412a124704eb,1450,1150
212,ab1c071995dfc4f83b2b412a124704eb,1450,1150
213,ab1c071995dfc4f83b2b412a124704eb,1450,1150
214,5b8f6637b3c9d18b65ca278f210647b5,1650,400
215,08b52f63b8e5d2b819f5f0a8d6b8eb99,1250,600
216,74a3388967b67c99fdb46ab09840a41e,1250,800
217,0331fbec167b3017ecf5c4c85fdccfe8,1150,1200
218,4434dab205b1d397cdc6bfb49a1d90d2,1450,0
219,e65604144dd9a651c49aee257a50d525,1250,1600
220,0ed04b2285d5d102e406868de4a768fa,1050,1600
221,467ab64f941ace4e6ed1b7cf94dc3c9c,1450,400
222,6c40731a43cb4d173ab20f29d9484f0a,1050,1400
223,6c40731a43cb4d173ab20f29d9484f0a,1050,1400
224,6c40731a43cb4d173ab20f29d9484f0a,1050,1400
225,c98a5501941cecf8b1bd229a5cfe905b,1250,1600
226,c98a5501941cecf8b1bd229a5cfe905b,1250,1600
227,c98a5501941cecf8b1bd229a5cfe905b,1250,1600
228,6c40731a43cb4d173ab20f29d9484f0a,1050,1400
229,6c40731a43cb4d173ab20f29d9484f0a,1050,1400
230,6c40731a43cb4d173ab20f29d9484f0a,1050,1400
231,c98a5501941cecf8b1bd229a5cfe905b,1250,1600
232,c98a5501941cecf8b1bd229a5cfe905b,1250,1600
233,c98a5501941cecf8b1bd229a5cfe905b,1250,1600
234,41b844f495e85301a4ae49cd17ea04ae,1350,600
235,afab909b9f77314a0a0a0f8405cc5e31,1050,1000
236,3904e9da2cce6dab77836c3c26a1aa99,1150,900
237,4ff590dd7d4bd8b6ab64d21adcddb6f8,1250,400
238,641ea5755d77783463424e412b7571f0,1450,1200
239,46c96dd98dcfbee71e12e91498ba7c8a,1450,900
240,be0a0a73fe40cff1b154ba8e05e59111,1650,1400
241,75101ec1a72e04e6b1d6902cd2cc4c21,1250,650
242,0a437e057d134feaa92ad2c2c3ab7c92,850,200
243,0a437e057d134feaa92ad2c2c3ab7c92,850,200
244,0a437e057d134feaa92ad2c2c3ab7c92,850,200
245,ab1c071995dfc4f83b2b412a124704eb,1450,1150
246,ab1c071995dfc4f83b2b412a124704eb,1450,1150
247,ab1c071995dfc4f83b2b412a124704eb,1450,1150
248,5debc29265b15de1070aaf71d07462b3,1250,800
249,5debc29265b15de1070aaf71d07462b3,1250,800
250,5debc29265b15de1070aaf71d07462b3,1250,800
251,452dcce8ad3c776dc7b840e595459643,850,800
252,452dcce8ad3c776dc7b840e595459643,850,800
253,452dcce8ad3c776dc7b840e595459643,850,800
254,fbd262478e1a38107b8e1296ec74726f,1050,1200
255,06af754607cd0efc5037a0964c7a923e,1250,800
256,55c56434f3d6dd1b0b847b0d88b4c0b7,1250,800
257,3ecff30189f7eb8392c67f31902b782b,1250,800
258,125878087e4704c46faae7484deaa6d9,1450,800
259,91c777c0c40bc78973b39b8790604b9a,850,400
