,expName,sessionId,trialId,trialType,duration
0,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,8,social_learning_tryyourself,19
1,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,11,social_learning_tryyourself,25
2,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,15,social_learning_tryyourself,26
3,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,18,social_learning_tryyourself,18
4,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,20,individual,29
5,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,21,individual,18
6,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,22,individual,24
7,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,23,individual,17
8,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,24,individual,9
9,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,25,individual,9
10,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,27,demonstration,18
11,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,28,demonstration,15
12,rn-iii-pilot-1B,636e6b00f6bf32cf2f13af8b,30,written_strategy,23
13,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,8,social_learning_tryyourself,32
14,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,11,social_learning_tryyourself,20
15,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,15,social_learning_tryyourself,17
16,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,18,social_learning_tryyourself,17
17,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,20,individual,19
18,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,21,individual,21
19,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,22,individual,24
20,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,23,individual,12
21,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,24,individual,29
22,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,25,individual,17
23,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,27,demonstration,31
24,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,28,demonstration,17
25,rn-iii-pilot-1B,636e6b015fa132cb00661dd1,30,written_strategy,72
26,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,8,social_learning_tryyourself,32
27,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,11,social_learning_tryyourself,32
28,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,15,social_learning_tryyourself,32
29,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,18,social_learning_tryyourself,28
30,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,20,individual,18
31,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,21,individual,18
32,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,22,individual,15
33,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,23,individual,25
34,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,24,individual,22
35,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,25,individual,19
36,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,27,demonstration,10
37,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,28,demonstration,10
38,rn-iii-pilot-1B,636e6b01f6bf32cf2f13af8c,30,written_strategy,60
39,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,8,social_learning_tryyourself,32
40,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,11,social_learning_tryyourself,17
41,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,15,social_learning_tryyourself,28
42,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,18,social_learning_tryyourself,18
43,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,20,individual,18
44,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,21,individual,21
45,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,22,individual,29
46,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,23,individual,21
47,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,24,individual,29
48,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,25,individual,29
49,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,27,demonstration,23
50,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,28,demonstration,67
51,rn-iii-pilot-1B,636e6b05f6bf32cf2f13af8d,30,written_strategy,129
52,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,8,social_learning_tryyourself,22
53,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,11,social_learning_tryyourself,20
54,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,15,social_learning_tryyourself,26
55,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,18,social_learning_tryyourself,14
56,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,20,individual,15
57,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,21,individual,12
58,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,22,individual,16
59,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,23,individual,11
60,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,24,individual,12
61,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,25,individual,13
62,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,27,demonstration,17
63,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,28,demonstration,16
64,rn-iii-pilot-1B,636e6b06f6bf32cf2f13af8e,30,written_strategy,17
65,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,8,social_learning_tryyourself,15
66,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,11,social_learning_tryyourself,16
67,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,15,social_learning_tryyourself,14
68,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,18,social_learning_tryyourself,18
69,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,20,individual,13
70,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,21,individual,16
71,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,22,individual,16
72,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,23,individual,15
73,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,24,individual,17
74,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,25,individual,19
75,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,27,demonstration,23
76,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,28,demonstration,21
77,rn-iii-pilot-1B,636e6b085fa132cb00661dd2,30,written_strategy,38
78,rn-iii-pilot-1B,636e6b0b5fa132cb00661dd4,11,social_learning_tryyourself,32
79,rn-iii-pilot-1B,636e6b0b5fa132cb00661dd4,15,social_learning_tryyourself,32
80,rn-iii-pilot-1B,636e6b0b5fa132cb00661dd4,18,social_learning_tryyourself,31
81,rn-iii-pilot-1B,636e6b0b5fa132cb00661dd4,20,individual,29
82,rn-iii-pilot-1B,636e6b0b5fa132cb00661dd4,21,individual,25
83,rn-iii-pilot-1B,636e6b0b5fa132cb00661dd4,22,individual,29
84,rn-iii-pilot-1B,636e6b0b5fa132cb00661dd4,23,individual,29
85,rn-iii-pilot-1B,636e6b0b5fa132cb00661dd4,24,individual,24
86,rn-iii-pilot-1B,636e6b0b5fa132cb00661dd4,25,individual,29
87,rn-iii-pilot-1B,636e6b0b5fa132cb00661dd4,27,demonstration,45
88,rn-iii-pilot-1B,636e6b0b5fa132cb00661dd4,28,demonstration,38
89,rn-iii-pilot-1B,636e6b0b5fa132cb00661dd4,30,written_strategy,717
90,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,8,social_learning_tryyourself,29
91,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,11,social_learning_tryyourself,32
92,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,15,social_learning_tryyourself,24
93,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,18,social_learning_tryyourself,24
94,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,20,individual,19
95,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,21,individual,22
96,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,22,individual,24
97,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,23,individual,15
98,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,24,individual,16
99,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,25,individual,25
100,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,27,demonstration,65
101,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,28,demonstration,77
102,rn-iii-pilot-1B,636e6b0d5fa132cb00661dd5,30,written_strategy,39
103,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,8,social_learning_tryyourself,26
104,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,11,social_learning_tryyourself,22
105,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,15,social_learning_tryyourself,17
106,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,18,social_learning_tryyourself,18
107,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,20,individual,25
108,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,21,individual,29
109,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,22,individual,25
110,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,23,individual,22
111,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,24,individual,18
112,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,25,individual,20
113,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,27,demonstration,56
114,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,28,demonstration,16
115,rn-iii-pilot-1B,636e6b11f6bf32cf2f13af8f,30,written_strategy,41
116,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,4,individual,30
117,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,5,individual,30
118,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,6,individual,30
119,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,7,individual,30
120,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,8,individual,30
121,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,9,individual,30
122,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,10,individual,30
123,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,11,individual,18
124,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,12,individual,19
125,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,13,individual,20
126,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,14,individual,30
127,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,15,individual,30
128,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,16,individual,28
129,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,17,individual,25
130,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,18,individual,30
131,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,19,individual,17
132,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,20,individual,30
133,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,21,individual,23
134,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,23,demonstration,33
135,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,24,demonstration,34
136,rn-iii-pilot-1A,636e5fc7f6bf32cf2f13af85,26,written_strategy,60
137,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,4,individual,30
138,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,5,individual,29
139,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,6,individual,29
140,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,7,individual,28
141,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,8,individual,28
142,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,9,individual,14
143,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,10,individual,18
144,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,11,individual,25
145,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,12,individual,18
146,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,13,individual,24
147,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,14,individual,25
148,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,15,individual,29
149,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,16,individual,29
150,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,17,individual,0
151,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,18,individual,16
152,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,19,individual,23
153,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,20,individual,29
154,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,21,individual,20
155,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,23,demonstration,22
156,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,24,demonstration,48
157,rn-iii-pilot-1A,636e5fecf6bf32cf2f13af86,26,written_strategy,28
158,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,4,individual,23
159,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,5,individual,16
160,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,6,individual,22
161,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,7,individual,29
162,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,8,individual,18
163,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,9,individual,25
164,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,10,individual,19
165,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,11,individual,20
166,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,12,individual,29
167,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,13,individual,13
168,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,14,individual,25
169,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,15,individual,21
170,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,16,individual,29
171,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,17,individual,18
172,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,18,individual,12
173,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,19,individual,21
174,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,20,individual,21
175,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,21,individual,12
176,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,23,demonstration,24
177,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,24,demonstration,29
178,rn-iii-pilot-1A,636e60fff6bf32cf2f13af87,26,written_strategy,67
179,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,4,individual,17
180,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,5,individual,18
181,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,6,individual,17
182,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,7,individual,24
183,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,8,individual,24
184,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,9,individual,20
185,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,10,individual,20
186,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,11,individual,13
187,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,12,individual,19
188,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,13,individual,23
189,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,14,individual,29
190,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,15,individual,13
191,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,16,individual,14
192,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,17,individual,20
193,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,18,individual,16
194,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,19,individual,19
195,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,20,individual,20
196,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,21,individual,29
197,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,23,demonstration,12
198,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,24,demonstration,20
199,rn-iii-pilot-1A,636e64fff6bf32cf2f13af88,26,written_strategy,28
200,rn-iii-pilot-1A,636e65005fa132cb00661db8,4,individual,25
201,rn-iii-pilot-1A,636e65005fa132cb00661db8,5,individual,15
202,rn-iii-pilot-1A,636e65005fa132cb00661db8,6,individual,29
203,rn-iii-pilot-1A,636e65005fa132cb00661db8,7,individual,17
204,rn-iii-pilot-1A,636e65005fa132cb00661db8,8,individual,15
205,rn-iii-pilot-1A,636e65005fa132cb00661db8,9,individual,29
206,rn-iii-pilot-1A,636e65005fa132cb00661db8,10,individual,11
207,rn-iii-pilot-1A,636e65005fa132cb00661db8,11,individual,14
208,rn-iii-pilot-1A,636e65005fa132cb00661db8,12,individual,22
209,rn-iii-pilot-1A,636e65005fa132cb00661db8,13,individual,24
210,rn-iii-pilot-1A,636e65005fa132cb00661db8,14,individual,29
211,rn-iii-pilot-1A,636e65005fa132cb00661db8,15,individual,18
212,rn-iii-pilot-1A,636e65005fa132cb00661db8,16,individual,22
213,rn-iii-pilot-1A,636e65005fa132cb00661db8,17,individual,14
214,rn-iii-pilot-1A,636e65005fa132cb00661db8,18,individual,13
215,rn-iii-pilot-1A,636e65005fa132cb00661db8,19,individual,21
216,rn-iii-pilot-1A,636e65005fa132cb00661db8,20,individual,7
217,rn-iii-pilot-1A,636e65005fa132cb00661db8,21,individual,15
218,rn-iii-pilot-1A,636e65005fa132cb00661db8,23,demonstration,27
219,rn-iii-pilot-1A,636e65005fa132cb00661db8,24,demonstration,10
220,rn-iii-pilot-1A,636e65005fa132cb00661db8,26,written_strategy,65
221,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,4,individual,29
222,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,5,individual,24
223,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,6,individual,29
224,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,7,individual,12
225,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,8,individual,19
226,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,9,individual,29
227,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,10,individual,23
228,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,11,individual,18
229,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,12,individual,24
230,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,13,individual,21
231,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,14,individual,21
232,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,15,individual,19
233,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,16,individual,18
234,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,17,individual,18
235,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,18,individual,29
236,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,19,individual,19
237,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,20,individual,29
238,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,21,individual,18
239,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,23,demonstration,17
240,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,24,demonstration,18
241,rn-iii-pilot-1A,636e6507f6bf32cf2f13af89,26,written_strategy,16
242,rn-iii-pilot-1A,636e650a5fa132cb00661db9,4,individual,17
243,rn-iii-pilot-1A,636e650a5fa132cb00661db9,5,individual,20
244,rn-iii-pilot-1A,636e650a5fa132cb00661db9,6,individual,22
245,rn-iii-pilot-1A,636e650a5fa132cb00661db9,7,individual,16
246,rn-iii-pilot-1A,636e650a5fa132cb00661db9,8,individual,16
247,rn-iii-pilot-1A,636e650a5fa132cb00661db9,9,individual,17
248,rn-iii-pilot-1A,636e650a5fa132cb00661db9,10,individual,19
249,rn-iii-pilot-1A,636e650a5fa132cb00661db9,11,individual,29
250,rn-iii-pilot-1A,636e650a5fa132cb00661db9,12,individual,17
251,rn-iii-pilot-1A,636e650a5fa132cb00661db9,13,individual,29
252,rn-iii-pilot-1A,636e650a5fa132cb00661db9,14,individual,17
253,rn-iii-pilot-1A,636e650a5fa132cb00661db9,15,individual,20
254,rn-iii-pilot-1A,636e650a5fa132cb00661db9,16,individual,18
255,rn-iii-pilot-1A,636e650a5fa132cb00661db9,17,individual,19
256,rn-iii-pilot-1A,636e650a5fa132cb00661db9,18,individual,15
257,rn-iii-pilot-1A,636e650a5fa132cb00661db9,19,individual,176
258,rn-iii-pilot-1A,636e650a5fa132cb00661db9,20,individual,17
259,rn-iii-pilot-1A,636e650a5fa132cb00661db9,21,individual,17
260,rn-iii-pilot-1A,636e650a5fa132cb00661db9,23,demonstration,39
261,rn-iii-pilot-1A,636e650a5fa132cb00661db9,24,demonstration,27
262,rn-iii-pilot-1A,636e650a5fa132cb00661db9,26,written_strategy,192
263,rn-iii-pilot-1A,636e650c5fa132cb00661dba,4,individual,18
264,rn-iii-pilot-1A,636e650c5fa132cb00661dba,5,individual,21
265,rn-iii-pilot-1A,636e650c5fa132cb00661dba,6,individual,15
266,rn-iii-pilot-1A,636e650c5fa132cb00661dba,7,individual,12
267,rn-iii-pilot-1A,636e650c5fa132cb00661dba,8,individual,14
268,rn-iii-pilot-1A,636e650c5fa132cb00661dba,9,individual,20
269,rn-iii-pilot-1A,636e650c5fa132cb00661dba,10,individual,15
270,rn-iii-pilot-1A,636e650c5fa132cb00661dba,11,individual,20
271,rn-iii-pilot-1A,636e650c5fa132cb00661dba,12,individual,27
272,rn-iii-pilot-1A,636e650c5fa132cb00661dba,13,individual,25
273,rn-iii-pilot-1A,636e650c5fa132cb00661dba,14,individual,21
274,rn-iii-pilot-1A,636e650c5fa132cb00661dba,15,individual,17
275,rn-iii-pilot-1A,636e650c5fa132cb00661dba,16,individual,21
276,rn-iii-pilot-1A,636e650c5fa132cb00661dba,17,individual,14
277,rn-iii-pilot-1A,636e650c5fa132cb00661dba,18,individual,29
278,rn-iii-pilot-1A,636e650c5fa132cb00661dba,19,individual,24
279,rn-iii-pilot-1A,636e650c5fa132cb00661dba,20,individual,14
280,rn-iii-pilot-1A,636e650c5fa132cb00661dba,21,individual,13
281,rn-iii-pilot-1A,636e650c5fa132cb00661dba,23,demonstration,22
282,rn-iii-pilot-1A,636e650c5fa132cb00661dba,24,demonstration,45
283,rn-iii-pilot-1A,636e650c5fa132cb00661dba,26,written_strategy,42
284,rn-iii-pilot-1A,636e65125fa132cb00661dbb,4,individual,18
285,rn-iii-pilot-1A,636e65125fa132cb00661dbb,5,individual,22
286,rn-iii-pilot-1A,636e65125fa132cb00661dbb,6,individual,12
287,rn-iii-pilot-1A,636e65125fa132cb00661dbb,7,individual,26
288,rn-iii-pilot-1A,636e65125fa132cb00661dbb,8,individual,15
289,rn-iii-pilot-1A,636e65125fa132cb00661dbb,9,individual,25
290,rn-iii-pilot-1A,636e65125fa132cb00661dbb,10,individual,25
291,rn-iii-pilot-1A,636e65125fa132cb00661dbb,11,individual,25
292,rn-iii-pilot-1A,636e65125fa132cb00661dbb,12,individual,24
293,rn-iii-pilot-1A,636e65125fa132cb00661dbb,13,individual,22
294,rn-iii-pilot-1A,636e65125fa132cb00661dbb,14,individual,24
295,rn-iii-pilot-1A,636e65125fa132cb00661dbb,15,individual,22
296,rn-iii-pilot-1A,636e65125fa132cb00661dbb,16,individual,22
297,rn-iii-pilot-1A,636e65125fa132cb00661dbb,17,individual,26
298,rn-iii-pilot-1A,636e65125fa132cb00661dbb,18,individual,22
299,rn-iii-pilot-1A,636e65125fa132cb00661dbb,19,individual,17
300,rn-iii-pilot-1A,636e65125fa132cb00661dbb,20,individual,18
301,rn-iii-pilot-1A,636e65125fa132cb00661dbb,21,individual,24
302,rn-iii-pilot-1A,636e65125fa132cb00661dbb,23,demonstration,21
303,rn-iii-pilot-1A,636e65125fa132cb00661dbb,24,demonstration,41
304,rn-iii-pilot-1A,636e65125fa132cb00661dbb,26,written_strategy,144
305,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,4,individual,30
306,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,5,individual,27
307,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,6,individual,29
308,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,7,individual,23
309,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,8,individual,29
310,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,10,individual,17
311,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,11,individual,14
312,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,12,individual,21
313,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,13,individual,28
314,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,14,individual,29
315,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,15,individual,10
316,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,16,individual,30
317,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,17,individual,17
318,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,18,individual,29
319,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,19,individual,17
320,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,20,individual,25
321,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,21,individual,18
322,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,23,demonstration,98
323,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,24,demonstration,37
324,rn-iii-pilot-1A,636e6525f6bf32cf2f13af8a,26,written_strategy,26
